,abstracts_headlines,section_name,cohen_kappa_label,cohen_kappa_label_label2,cohen_kappa_range_none_to_slight,cohen_kappa_range_fair,cohen_kappa_range_moderate,cohen_kappa_range_substantial,cohen_kappa_range_almost_perfect,cohen_kappa_range_nan,cohen_kappa_label_v2
16204,see latest charts maps coronavirus cases deaths hospitalizations monroe county arkansas monroe county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16205,see latest charts maps coronavirus cases deaths hospitalizations conway area faulkner county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16206,see latest charts maps coronavirus cases deaths hospitalizations johnson county arkansas johnson county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16207,see latest charts maps coronavirus cases deaths hospitalizations blytheville area mississippi county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16208,see latest charts maps coronavirus cases deaths hospitalizations marion county arkansas marion county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16209,see latest charts maps coronavirus cases deaths hospitalizations camden area ouachita county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16210,see latest charts maps coronavirus cases deaths hospitalizations helena west helena area phillips county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16211,see latest charts maps coronavirus cases deaths hospitalizations newton county arkansas newton county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16212,see latest charts maps coronavirus cases deaths hospitalizations pike county arkansas pike county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16213,see latest charts maps coronavirus cases deaths hospitalizations prairie county arkansas prairie county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16214,see latest charts maps coronavirus cases deaths hospitalizations poinsett county arkansas poinsett county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16215,see latest charts maps coronavirus cases deaths hospitalizations perry county arkansas perry county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16216,see latest charts maps coronavirus cases deaths hospitalizations nevada county arkansas nevada county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16217,see latest charts maps coronavirus cases deaths hospitalizations scott county arkansas scott county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16218,see latest charts maps coronavirus cases deaths hospitalizations russellville area pope county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16219,see latest charts maps coronavirus cases deaths hospitalizations saline county arkansas saline county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16220,see latest charts maps coronavirus cases deaths hospitalizations fort smith area sebastian county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16221,see latest charts maps coronavirus cases deaths hospitalizations searcy county arkansas searcy county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16222,see latest charts maps coronavirus cases deaths hospitalizations little rock area pulaski county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16223,see latest charts maps coronavirus cases deaths hospitalizations randolph county arkansas randolph county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16224,see latest charts maps coronavirus cases deaths hospitalizations oakland area alameda county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16225,see latest charts maps coronavirus cases deaths hospitalizations searcy area white county arkansas covid case risk tracker,0,0.10999999999999996,0.2,1,0,0,0,0,0,0.10999999999999996
16226,see latest charts maps coronavirus cases deaths hospitalizations sevier county arkansas sevier county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16227,see latest charts maps coronavirus cases deaths hospitalizations sharp county arkansas sharp county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16228,see latest charts maps coronavirus cases deaths hospitalizations stone county arkansas stone county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16229,see latest charts maps coronavirus cases deaths hospitalizations amador county california amador county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16230,see latest charts maps coronavirus cases deaths hospitalizations polk county arkansas polk county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16231,see latest charts maps coronavirus cases deaths hospitalizations woodruff county arkansas woodruff county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16232,see latest charts maps coronavirus cases deaths hospitalizations alpine county california alpine county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16233,see latest charts maps coronavirus cases deaths hospitalizations el dorado area union county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16234,see latest charts maps coronavirus cases deaths hospitalizations chico area butte county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16235,see latest charts maps coronavirus cases deaths hospitalizations van buren county arkansas van buren county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16236,see latest charts maps coronavirus cases deaths hospitalizations fayetteville area washington county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16237,see latest charts maps coronavirus cases deaths hospitalizations calaveras county california calaveras county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16238,see latest charts maps coronavirus cases deaths hospitalizations walnut creek area contra costa county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16239,see latest charts maps coronavirus cases deaths hospitalizations el dorado county california el dorado county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16240,see latest charts maps coronavirus cases deaths hospitalizations st francis county arkansas st francis county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16241,see latest charts maps coronavirus cases deaths hospitalizations del norte county california del norte county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16242,see latest charts maps coronavirus cases deaths hospitalizations yell county arkansas yell county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16243,see latest charts maps coronavirus cases deaths hospitalizations colusa county california colusa county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16244,see latest charts maps coronavirus cases deaths hospitalizations inyo county california inyo county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16245,see latest charts maps coronavirus cases deaths hospitalizations bakersfield area kern county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16246,see latest charts maps coronavirus cases deaths hospitalizations fresno area fresno county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16247,see latest charts maps coronavirus cases deaths hospitalizations eureka area humboldt county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16248,see latest charts maps coronavirus cases deaths hospitalizations glenn county california glenn county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16249,see latest charts maps coronavirus cases deaths hospitalizations susanville area lassen county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16250,see latest charts maps coronavirus cases deaths hospitalizations el centro area imperial county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16251,see latest charts maps coronavirus cases deaths hospitalizations clearlake area lake county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16252,see latest charts maps coronavirus cases deaths hospitalizations los angeles area los angeles county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16253,see latest charts maps coronavirus cases deaths hospitalizations hanford area kings county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16254,see latest charts maps coronavirus cases deaths hospitalizations madera area madera county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16255,see latest charts maps coronavirus cases deaths hospitalizations ukiah area mendocino county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16256,see latest charts maps coronavirus cases deaths hospitalizations modoc county california modoc county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16257,see latest charts maps coronavirus cases deaths hospitalizations san rafael area marin county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16258,see latest charts maps coronavirus cases deaths hospitalizations mariposa county california mariposa county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16259,see latest charts maps coronavirus cases deaths hospitalizations napa area napa county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16260,see latest charts maps coronavirus cases deaths hospitalizations truckee area nevada county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16261,see latest charts maps coronavirus cases deaths hospitalizations mono county california mono county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16262,see latest charts maps coronavirus cases deaths hospitalizations merced area merced county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16263,see latest charts maps coronavirus cases deaths hospitalizations salinas area monterey county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16264,see latest charts maps coronavirus cases deaths hospitalizations roseville area placer county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16265,see latest charts maps coronavirus cases deaths hospitalizations irvine area orange county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16266,see latest charts maps coronavirus cases deaths hospitalizations sacramento area sacramento county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16267,see latest charts maps coronavirus cases deaths hospitalizations plumas county california plumas county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16268,see latest charts maps coronavirus cases deaths hospitalizations riverside area riverside county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16269,see latest charts maps coronavirus cases deaths hospitalizations san bernardino area san bernardino county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16270,see latest charts maps coronavirus cases deaths hospitalizations san diego area san diego county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16271,see latest charts maps coronavirus cases deaths hospitalizations el paso de robles paso robles area san luis obispo county california covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
